Business Type,Business Name,Location Address Line 1,Location Address Line 2,Location City,Location State,Location Zip,Location County,VoicePhone,EmailAddress,RPLastName,RPFirstName,RPMiddleName,RPSuffix,RPEmail,Dispenses Naloxone,CredentialStatus,CredentialStatusReason,License Number,Subcategory Code,Location Address Line 3,LocationLat,LocationLong,MailingAddressLine1,MailingAddressLine2,MailingAddressLine3,MailingCity,MailingState,MailingZip,FaxPhone,License Prefix,Ohio Drug Category,Business Type,PracticeTypeDescription,DateofFirstLicensure,EffectiveDate,ExpirationDate,LegalFiles,RPCredentialTypePrefix,FacilityID,StateID,Abbreviation,MedicareID,MedicaidID,ClosedDate,LicensedBedTotal,OpenDate,BedEffectiveDate,CertifiedBedTotal,SortOrder,HC_Name,HC_Phone,HC_Email,MD_Name,MD_Phone,MD_Email,AD_Name,AD_Phone,AD_Email,EHD_Name,EHD_Phone,EHD_Email,ND_Name,ND_Phone,ND_Email,VS_Name,VS_Phone,VS_Email,FO_Name,FO_Phone,FO_Email,PIO_Name,PIO_Phone,PIO_Email,EPI_Name,EPI_Phone,EPI_Email,ERC_Name,ERC_Phone,ERC_Email,AHC_Name,AHC_Phone,AHC_Email,DHC_Name,DHC_Phone,DHC_Email,DR_Name,DR_Phone,DR_Email,AC_Name,AC_Phone,AC_Email,HE_Name,HE_Phone,HE_Email,Population,LHDId,Business Type Category  ,Hospital Type ,NATCEP Type ,LHDType,LHDCountyCity,LHDStatus,LHDDistrict,ContractingWith,Website,BusinessTypeCategoryDesc,HospitalTypeDesc,NATCEPTypeDesc,Data Source,CombinedWith,LHDIdOld,Active Facility
Surgery,"CEI PHYSICIANS, P.S.C., LLC",1945 CEI DRIVE,,CINCINNATI,OH,45242,HAMILTON,(513)569-3741,tknight@cvphealth.com,,,,,,FALSE,ACTIVE,,OHL40584,,,39.243215,-84.382807,,,,,,,(513) 569-3941,,,L61,,,,,,,OHL40584,0813AS,SL-AS,,2010737,,10,10/10/06,1/12/16,0,2004090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,Ambulatory Surgical Facility (ASF/ASP),,,OHAL,,,TRUE
Surgery,CINCINNATI EYE INSTITUTE,1945 CEI DRIVE,,CINCINNATI,OH,45242,HAMILTON,(513)569-3702,talbertz@CVPHEALTH.COM,,,,,,FALSE,ACTIVE,,OH02382,,,39.243215,-84.382807,,,,,,,(513) 569-3941,,,151,,,,,,,OH02382,0813AS,ASC,36C0001011,2010737,,,,,,2004795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,Ambulatory Surgical Facility (ASF/ASP),,,OHAL,,,TRUE
NursingAssisted,"SAINT MARGARET HALL, INCORPORATED",1960 MADISON ROAD,,CINCINNATI,OH,45206,HAMILTON,(513)751-5880,administrator@stmargarethall.com,,,,,,FALSE,ACTIVE,,OHL01695,,,39.131533,-84.464749,,,,,,,(513) 751-9813,,,L11,,,,,,,OHL01695,0816N,SL-NH,,,,99,10/1/62,2/24/03,0,2022992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154,,,,,,,,,Nursing Home (Licensed Only),,,OHAL,,,TRUE
MedicalFacility,GENERAL ELECTRIC ACSC.,199 Container Pl,,Cincinnati,OH,45246,Hamilton,(513) 853-8900,cathy.johnson@ge.com,DAVIN,JEFFREY,S.,,,FALSE,Active,,22362100,,,39.30022,-84.47496,199 CONTAINER PLACE,,,CINCINNATI,OH,45246,,FCY,Facility - LIMITED Category 2,FA ,Corporation,11/19/13,4/1/19,3/31/21,No,,,,,,,,,,,,1010118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118,,,,,,,,,First Aid Dept,,,PharmacyBoard,,,TRUE
Surgery,UROLOGY CENTER THE,2000 JOSEPH SANKER BLVD,,CINCINNATI,OH,45212,HAMILTON,(513)366-3400,jperantoni@urologygroup.com,,,,,,FALSE,ACTIVE,,OH02559,,,39.1621,-84.4525,,,,,,,(513) 842-7601,,,151,,,,,,,OH02559,1038AS,ASC,36C0001107,,,,,,,2027496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,Ambulatory Surgical Facility (ASF/ASP),,,OHAL,,,TRUE
NursingAssisted,"IVY HEALTH CARE, INC.",2025 WYOMING AVENUE,,CINCINNATI,OH,45205,HAMILTON,(513)251-2557,hwalters@premierhcm.com,,,,,,FALSE,ACTIVE,,OHL01780,,,39.123747,-84.574438,,,,,,,(513) 251-2648,,,L11,,,,,,,OHL01780,1727N,SL-NH,,,,100,4/1/80,8/1/02,0,2012690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154,,,,,,,,,Nursing Home (Licensed Only),,,OHAL,,,TRUE
MedicalFacility,NORWOOD CITY HEALTH DEPT.,2059 Sherman Ave,,Norwood,OH,45212,Hamilton,(513) 458-4600,ccorbin@norwoodhealth.org,PERRINO,FRANK,D.,MD,,FALSE,Active,,20257250,,,39.160418,-84.458033,2059 SHERMAN AVE,,,NORWOOD,OH,45212,(513) 458-4606,CL,Clinic - Category 3,CL ,Company,5/6/92,4/1/19,3/31/21,No,,,,,,,,,,,,1018272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,,,,,,,,,Clinic,,,PharmacyBoard,,,TRUE
MedicalFacility,JOHN HOPKINS HEALTH & WELLNESS CLINIC PEPSI BEVERAGE COMPANY,2121 Sunnybrook Dr,,Cincinnati,OH,45237,Hamilton,(513) 948-5126,cynthia.tufarella.contractor@pepsico.com,TUFARELLA,CINDY,,,,FALSE,Active,,22226100,,,39.205454,-84.448014,2121 SUNNYBROOK DR.,,,CINCINNATI,OH,45237,(513) 948-5102,CL,Clinic - Category 2,CL ,Corporation,6/26/12,4/1/19,3/31/21,No,,,,,,,,,,,,1012895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,,,,,,,,,Clinic,,,PharmacyBoard,,,TRUE
MedicalFacility,THE CHRIST HOSPITAL MEDICAL OFFICE BUILDING,2123 Auburn Ave,,Cincinnati,OH,45219,Hamilton,(513) 585-2767,justin.gamble@thechristhospital.com,GAMBLE,JUSTIN,MATTHEW,RPH,jgamble9324@yahoo.com,FALSE,Active,,20034103,,,39.120175,-84.508752,2139 AUBURN AVE. Pharmacy B-Level,,,CINCINNATI,OH,45219,,CL,Clinic - Category 2,CL ,Company,7/30/13,4/1/19,3/31/21,No,,,,,,,,,,,,1025257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,,,,,,,,,Clinic,,,PharmacyBoard,,,TRUE
PainManagement,"PAGANI NEUROLOGICAL INSTITUTE, INC.",2123 Auburn Ave Ste 310, SUITE 310,Cincinnati,OH,45219,Hamilton,(513) 241-2123,lfpagani@gmail.com,PAGANI,LUIS,F.,MD,,FALSE,Active,,22128400,,,39.120175,-84.508752,2123 AUBURN AVE., SUITE 310,,CINCINNATI,OH,45219,(513) 241-0417,STP,Pain Management Clinic - Category 3,PMC ,Corporation,6/5/17,4/10/19,3/31/21,No,,,,,,,,,,,,1019920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,,,,,,,,,Pain Management Clinic,,,PharmacyBoard,,,TRUE
MedicalFacility,PRICE HILL HEALTH CENTER VFC CLINIC,2136 W 8th St,,Cincinnati,OH,45204,Hamilton,(513) 265-0936,debra.dreyfus@cincinnati-oh.gov,CRUMPTON,MARILYN,E.,MD,,FALSE,Active,,21406900,,,39.105316,-84.551866,2136 WEST 8TH STREET,,,CINCINNATI,OH,45204,,CL,Clinic - Category 2,CL ,Company,10/8/03,4/1/19,3/31/21,No,,,,,,,,,,,,1021173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,,,,,,,,,Clinic,,,PharmacyBoard,,,TRUE
HospitalsGeneral,CHRIST HOSPITAL,2139 Auburn Ave,,Cincinnati,OH,45219,Hamilton,(513) 585-2767,justin.gamble@thechristhospital.com,GAMBLE,JUSTIN,MATTHEW,RPH,jgamble9324@yahoo.com,FALSE,Active,,20034100,,,39.121175,-84.508677,2139 AUBURN AVENUE,,,CINCINNATI,OH,45219,(513) 585-3046,PMY,Pharmacy - Category 3,HS ,Company,12/6/61,4/1/19,3/31/21,No,,,,,,,,,,,,1004681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,Hospital,,,PharmacyBoard,,,TRUE
HospitalsGeneral,DANIEL DRAKE CENTER FOR POST-ACUTE CARE,2139 Auburn Ave Unit 3, UNIT 3 WEST,Cincinnati,OH,45219,Hamilton,(513) 418-2691,erin.scott@uchealth.com,MOORE,JEREMY,D,RPH,jdmoore589@gmail.com,FALSE,Active,,22336300,,,39.121175,-84.508677,151 WEST GALBRAITH ROAD,,,CINCINNATI,OH,45216,(513) 418-2693,PMY,Pharmacy - Category 3,HS ,Limited Liability Company,9/16/13,4/1/19,3/31/21,No,,,,,,,,,,,,1007230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,Hospital,,,PharmacyBoard,,,TRUE
NursingAssisted,BEECHWOOD HOME,2140 POGUE AVENUE,,CINCINNATI,OH,45208,HAMILTON,(513)321-9294,pclark@beechwoodhome.com,,,,,,FALSE,ACTIVE,,OHL01702,,,39.135768,-84.459457,,,,,,,(513) 321-4664,,,L11,,,,,,,OHL01702,1122N,SL-NH,,,,80,11/1/53,3/11/03,0,2002508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154,,,,,,,,,Nursing Home (Licensed Only),,,OHAL,,,TRUE
HospitalsGeneral,TRIHEALTH REHABILITATION HOSPITAL LLC,2155 DANA AVENUE,,CINCINNATI,OH,45207,HAMILTON,(513)601-0600,,,,,,,FALSE,ACTIVE,,OH05840,,,39.145225,-84.45869,,,,,,,(513) 601-0338,,,13,,,,,,,OH05840,1900AHR,HOSP-RHB,363041,192136,,,6/7/16,,,2026340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,13,,,,,,,,Hospital,,,OHAL,,,TRUE
NursingAssisted,HP HEALTHCARE LLC,2171 HARRISON AVENUE,,CINCINNATI,OH,45211,HAMILTON,(513)662-5800,jwilliams@harrisonpavilionhc.com,,,,,,FALSE,ACTIVE,,OHL01679,,,39.133816,-84.571512,,,,,,,(513) 389-4584,,,L11,,,,,,,OHL01679,0192N,SL-NH,,,,84,5/1/64,4/27/09,0,2012206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154,,,,,,,,,Nursing Home (Licensed Only),,,OHAL,,,TRUE
Mental,First Step Home,2203 Fulton Ave,,Cincinnati,OH,45206,Hamilton,(513) 961-4663,deeann.camp@firststephome.org,Marcotte,Michael,Paul,,michael_marcotte@trihealth.com,FALSE,Active,,262000095,,,39.120788,-84.491896,2211 Fulton Ave,,,Cincinnati,OH,45206-2504,First Step Home,CL,Clinic - Category 3,MH ,Corporation,9/17/18,4/1/19,3/31/21,No,,,,,,,,,,,,1009383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,,,,,,,,,Mental Health,,,PharmacyBoard,,,TRUE
MedicalFacility,Talbert House - Cornerstone,2216 Vine St,,Cincinnati,OH,45219,Hamilton,(513) 751-7747,karla.wilson@talberthouse.org,KING,JANECIA LYNN,,,jking2872@gmail.com,FALSE,Active,,262000188,,,39.121377,-84.515304,2216 Vine St,,,Cincinnati,OH,45219-1828,(513) 861-1718,CL,Clinic - Category 3,CL ,Corporation,2/9/19,2/9/19,3/31/21,No,,,,,,,,,,,,1025058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,,,,,,,,,Clinic,,,PharmacyBoard,,,TRUE
PhysicalTherapy,NOVACARE REHABILITATION,222 Piedmont Ave Ste 2200, STE 2200,Cincinnati,OH,45219,Hamilton,(513) 475-8690,ahusarchik@hq.novacare.com,LE,THEODORE,TOAN,MD,,FALSE,Active,,21910800,,,39.13623,-84.504342,222 PIEDMONT AVE., STE 2200,,CINCINNATI,OH,45219,,FCY,Facility - LIMITED Category 2,PT ,Corporation,10/16/08,4/1/19,3/31/21,No,,,,,,,,,,,,1018289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124,,,,,,,,,Physical Therapy,,,PharmacyBoard,,,TRUE
MedicalFacility,CINCINNATI EYE INSTITUTE,222 Piedmont Ave Ste 4000,,Cincinnati,OH,45219,Hamilton,(513) 984-5133,tknight@cincinnatieye.com,HUTCHINS,ROBERT,K.,MD,,FALSE,Active,,21765350,,,39.13623,-84.504342,1945 CEI Drive,,,CINCINNATI,OH,45242,,CL,Clinic - Category 3,CL ,Limited Liability Company,12/12/07,4/1/19,3/31/21,No,,,,,,,,,,,,1004799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,,,,,,,,,Clinic,,,PharmacyBoard,,,TRUE
MedicalFacility,UCMC DIVISION OF UROLOGY,222 Piedmont Ave Ste 7200,,Cincinnati,OH,45219,Hamilton,(513) 405-1474,quinlae@uc.edu,DONOVAN,JAMES,F.,MD,,FALSE,Active,,22805950,,,39.13623,-84.504342,222 PIEDMONT AVENUE SUITE 7200,,,CINCINNATI,OH,45219,(513) 475-7239,CL,Clinic - Category 3,CL ,Limited Liability Company,8/21/17,4/1/19,3/31/21,No,,,,,,,,,,,,1026756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,,,,,,,,,Clinic,,,PharmacyBoard,,,TRUE
NursingAssisted,"BURLINGTON OPERATING CO., LLC",2222 SPRINGDALE ROAD,,CINCINNATI,OH,45231,HAMILTON,(513)851-7888,licensurenotices@chs-corp.com,,,,,,FALSE,ACTIVE,,OHL01813,,,39.257942,-84.565005,,,,,,,(513) 589-3444,,,L11,,,,,,,OHL01813,1927N,SL-NH,,,,100,5/25/90,4/4/02,0,2003487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154,,,,,,,,,Nursing Home (Licensed Only),,,OHAL,,,TRUE
UrgentCare,MT. AUBURN URGENT CARE,2230 Auburn Ave,,Cincinnati,OH,45219,Hamilton,(513) 621-2200,kriley@maurgentcare.com,RIDDIFORD,TERRI,WILKERSON,MD,,FALSE,Active,,22356000,,,39.122754,-84.508248,2230 AUBURN AVE,,,CINCINNATI,OH,45219,(513) 620-8993,CL,Clinic - Category 3,UR ,Limited Liability Company,11/18/14,4/1/19,3/31/21,No,,,,,,,,,,,,1017348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,,,,,,,,,Urgent Care,,,PharmacyBoard,,,TRUE
NursingAssisted,MT. AIRY GARDENS REHABILITATION AND CARE CENTER LLC,2250 BANNING ROAD,,CINCINNATI,OH,45239,HAMILTON,(513)591-0400,tiverson@mtairyghc.com,,,,,,FALSE,ACTIVE,,OHL01741,,,39.204326,-84.565201,,,,,,,(513) 591-0100,,,L11,,,,,,,OHL01741,1534N,SL-NH,,,,109,4/9/73,3/6/14,0,2017342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154,,,,,,,,,Nursing Home (Licensed Only),,,OHAL,,,TRUE
NursingAssisted,"GA HC REIT II EVERGREEN TRS SUB, LLC",230 WEST GALBRAITH ROAD,,CINCINNATI,OH,45215,HAMILTON,(513)948-2308,bcoury@seniorlifestyle.com,,,,,,FALSE,ACTIVE,,OHL01635,,,39.214107,-84.484769,,,,,,,(513) 948-0063,,,L12,,,,,,,OHL01635,1883R,SL-R,,,,121,9/1/87,10/14/09,0,2009897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151,,,,,,,,,Residential Care Facility,,,OHAL,,,TRUE
WomensClinic,PLANNED PARENTHOOD SOUTHWEST OH REG,2314 Auburn Ave,,Cincinnati,OH,45219,Hamilton,(513) 592-2828,sbertuleit@ppswo.org,Liner,Sharon,Ann,,sliner@ppswo.org,FALSE,Active,,20262300,,,39.123662,-84.508218,2314 AUBURN AVENUE,,,CINCINNATI,OH,45219,,CL,Clinic - Category 3,CL ,Company,9/18/06,4/1/19,3/31/21,No,,,,,,,,,,,,1020788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,,,,,,,,,Clinic,,,PharmacyBoard,,,TRUE
HospitalsGeneral,"UNIVERSITY OF CINCINNATI MEDICAL CENTER, LLC",234 GOODMAN STREET,,CINCINNATI,OH,45219,HAMILTON,(513)584-1000,richard.shumway@uchealth.com,,,,,,FALSE,ACTIVE,,OH02349,,,39.136863,-84.50251,,,,,,,(513) 584-0526,,,11,,,,,,,OH02349,1189AHR,HOSP-ACU,360003,349331,,,,,,2027210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11,,,,,,,,Hospital,,,OHAL,,,TRUE
HospitalsChild,CHILDREN'S HOSPITAL MEDICAL CENTER,234 GOODMAN STREET MLC 0757,,CINCINNATI,OH,45219,Hamilton,(513) 636-3011,john.hingl@cchmc.org,HINGL,JOHN,FRIEDRICH,"RPH, MBA",john.hingl@cchmc.org,FALSE,Active,,22514350,,,,,3333 BURNET STREET MLC 15010,,,CINCINNATI,OH,45229,(513) 803-2864,PSCS,Pharmacy Supplied Contingency Stock - Category 3,HS ,Corporation,5/7/15,4/1/19,3/31/21,No,,,,,,,,,,,,1004581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,Hospital,,,PharmacyBoard,,,TRUE
Mental,I K R O N,2347 VINE STREET,,CINCINNATI,OH,45215,HAMILTON,(513)621-1117,rstrunk@ikron.org,,,,,,FALSE,ACTIVE,,OH02437,,,39.1253,-84.513736,,,,,,,,,,191,,,,,,,OH02437,,CMHC,364629,2325899,,,,,,2012314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,,,,,,,,,Community Mental Health Centers,,,OHAL,,,TRUE
NursingAssisted,"JUDSON CARE CENTER, INC.",2373 HARRISON AVENUE,,CINCINNATI,OH,45211,HAMILTON,(513)662-5880,jim.piepenbrink@saberhealth.com,,,,,,FALSE,ACTIVE,,OHL01682,,,39.138367,-84.578804,,,,,,,(513) 389-7840,,,L11,,,,,,,OHL01682,0339N,SL-NH,,,,99,10/1/48,4/30/16,0,2012968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154,,,,,,,,,Nursing Home (Licensed Only),,,OHAL,,,TRUE
Mental,PATH Integrated Health Care,2433 Iowa Ave,,Cincinnati,OH,45206,Hamilton,(513) 221-3000,mconn@pathihc.com,Garrison,Jonathan,C,,jongarrison4422@gmail.com,FALSE,Active,,260000565,,,39.12559,-84.500325,2433 Iowa Ave,,,Cincinnati,OH,45206-2314,,CL,Clinic - Category 2,MH ,Limited Liability Company,6/18/19,6/18/19,3/31/21,No,,,,,,,,,,,,1020095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,,,,,,,,,Mental Health,,,PharmacyBoard,,,TRUE
MedicalFacility,HUGHES STEM HIGH SCHOOL HEALTH CENTER,2515 Clifton Ave,,Cincinnati,OH,45219,Hamilton,(513) 363-7554,julie.dversdall@cchmc.org,DVERSDALL,JULIE,,,,FALSE,Active,,22387800,,,39.128752,-84.520941,2515 CLIFTON AVENUE,,,CINCINNATI,OH,45219,(513) 636-7247,CL,Clinic - Category 2,CL ,Corporation,2/4/14,4/1/19,3/31/21,No,,,,,,,,,,,,1012247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,,,,,,,,,Clinic,,,PharmacyBoard,,,TRUE
NursingAssisted,"MFF MOUNTAIN CREST, LLC",2586 LAFEUILLE AVENUE,,CINCINNATI,OH,45211,HAMILTON,(513)662-2444,mikeflanagan@mffllc.com,,,,,,FALSE,ACTIVE,,OHL01767,,,39.132079,-84.588552,,,,,,,(513) 389-7694,,,L11,,,,,,,OHL01767,1661N,SL-NH,,,,199,12/20/94,11/16/07,0,2016549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154,,,,,,,,,Nursing Home (Licensed Only),,,OHAL,,,TRUE
MedicalFacility,TALBERT HOUSE,2602 Victory Pkwy,,Cincinnati,OH,45206,Hamilton,(513) 751-7747,karla.wilson@talberthouse.org,KING,JANECIA,LYNN,CNP,,FALSE,Active,,22229750,,,39.127208,-84.484166,2602 VICTORY PARKWAY,,,CINCINNATI,OH,45206,,CL,Clinic - Category 3,CL ,Corporation,6/29/12,4/1/19,3/31/21,No,,,,,,,,,,,,1025052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,,,,,,,,,Clinic,,,PharmacyBoard,,,TRUE
MedicalFacility,TALBERT HOUSE,2621 Victory Pkwy,,Cincinnati,OH,45206,Hamilton,(513) 751-7747,mauralang1@gmail.com,KING,JANECIA,LYNN,CNP,,FALSE,Active,,22229700,,,39.127785,-84.484483,2621 VICTORY PARKWAY,,,CINCINNATI,OH,45206,(513) 484-8600,CL,Clinic - Category 3,CL ,Corporation,6/29/12,4/1/19,3/31/21,No,,,,,,,,,,,,1025053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,,,,,,,,,Clinic,,,PharmacyBoard,,,TRUE
MedicalFacility,MILLVALE AT HOPPLE STREET HEALTH CENTER CINCINNATI HEALTH DEPARTMENT,2750 Beekman St,,Cincinnati,OH,45225,Hamilton,(513) 352-3194,michelle.daniels@cincinnati-oh.gov,Gonzales,Yury,Raul,,yuryrgonzales@gmail.com,FALSE,Active,,21406950,,,39.135508,-84.547485,2750 BEEKMAN STREET,,,CINCINNATI,OH,45225,(513) 352-4879,CL,Clinic - Category 2,CL ,Government,10/8/03,4/1/19,3/31/21,No,,,,,,,,,,,,1016891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,,,,,,,,,Clinic,,,PharmacyBoard,,,TRUE
PhysicalTherapy,NOVACARE REHABILITATION,2751 O'VARSITY WAY, ROOM 265,CINCINNATI,OH,45221,Hamilton,(513) 475-8690,ahusarchik@hq.novacare.com,LE,THEODORE,TOAN,MD,,FALSE,Active,,21356750,,,,,2751 O'VARSITY WAY, ROOM 265,,CINCINNATI,OH,45221,,FCY,Facility - LIMITED Category 2,PT ,Corporation,1/30/03,4/1/19,3/31/21,No,,,,,,,,,,,,1018290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124,,,,,,,,,Physical Therapy,,,PharmacyBoard,,,TRUE
PhysicalTherapy,CCHMC SPORTS MED & BIODYNAMICS CTR,2800 Winslow Ave Ste 3100, SUITE 3100,Cincinnati,OH,45206,Hamilton,(513) 636-4292,lisa.middaugh@cchmc.org,MIDDAUGH,LISA,DIANE,RPH,lisamiddaugh21@gmail.com,FALSE,Active,,21387450,,,39.131262,-84.496067,3333 Burnet Avenue ML 1011,,,CINCINNATI,OH,45229,(513) 636-4600,FCY,Facility - Category 2,PT ,Company,7/29/03,4/1/19,3/31/21,No,,,,,,,,,,,,1004027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124,,,,,,,,,Physical Therapy,,,PharmacyBoard,,,TRUE
Mental,CENTRAL CLINIC OUTPATIENT SERVICES,2825 BURNET AVENUE,,CINCINNATI,OH,45219,Hamilton,(513) 558-9006,lisa.steffen@uc.edu,LU,SUNNY,,,,FALSE,Active,,22838450,,,,,CENTRAL PSYCHIATRIC CLINIC 2825 BURNET AVENUE,,,CINCINNATI,OH,45219,(513) 558-5076,CL,Clinic - Category 2,MH ,Corporation,12/14/17,4/1/19,3/31/21,No,,,,,,,,,,,,1004218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,,,,,,,,,Mental Health,,,PharmacyBoard,,,TRUE
MedicalFacility,CONCENTRA HEALTH SERV - SHARONVILLE Select Medical,2884 E Kemper Rd,,Cincinnati,OH,45241,Hamilton,(717) 884-7414,cassagreen@selectmedical.com,Tuel,Marc,Alan,,mtuel.med@gmail.com,FALSE,Active,,21510700,,,39.283903,-84.422591,Attn: Legal Dept -  Concentra Licensing 4714 Gettysburg Road,,,Mechanicsburg,PA,17055,,CL,Clinic - Category 2,CL ,Company,3/1/05,4/1/19,3/31/21,No,,,,,,,,,,,,1006180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,,,,,,,,,Clinic,,,PharmacyBoard,,,TRUE
Surgery,"HSC SURGICAL ASSOCIATES OF CINCINNATI, LLC","2925 VERNON PLACE,  SUITE 101",,CINCINNATI,OH,45219,HAMILTON,(513)872-4541,slubansky@ohiogi.com,,,,,,FALSE,ACTIVE,,OHL02006,,,39.133018,-84.499891,,,,,,,(513) 872-4558,,,L61,,,,,,,OHL02006,0032AS,SL-AS,,,,5,3/31/96,7/13/04,0,2012215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,Ambulatory Surgical Facility (ASF/ASP),,,OHAL,,,TRUE
NursingAssisted,"MERCY FRANCISCAN SENIOR HEALTH & HOUSING SERVICES, INC.",2950 WEST PARK DRIVE,,CINCINNATI,OH,45238,HAMILTON,(513)451-8900,JBeichler@oak-point.net,,,,,,FALSE,ACTIVE,,OHL01788,,,39.13048,-84.600248,,,,,,,(513) 451-3728,,,L11,,,,,,,OHL01788,1771N,SL-NH,,,,125,6/1/83,1/19/11,0,2015946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154,,,,,,,,,Nursing Home (Licensed Only),,,OHAL,,,TRUE
UrgentCare,MEDICAL URGENT CARE,3006 Glenmore Ave Ste A, STE A,Cincinnati,OH,45238,Hamilton,(513) 661-0500,fforuhari@yahoo.com,FORUHARI,FARZIN,,,,FALSE,Active,,21565500,,,39.137341,-84.613707,3006 GLENMORE AVE., STE A,,CINCINNATI,OH,45238,(513) 661-2860,CL,Clinic - Category 3,UR ,Company,12/5/05,4/1/19,3/31/21,No,,,,,,,,,,,,1015664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,,,,,,,,,Urgent Care,,,PharmacyBoard,,,TRUE
MedicalFacility,CENTRAL COMMUNITY HEALTH BOARD OF HAMILTON COUNTY CRISIS CENTER,3007 Vernon Pl,,Cincinnati,OH,45219,Hamilton,(513) 559-2061,sdriggins-smith@cchbinc.com,COOPER,EMMETT,,,,FALSE,Active,,21954500,,,39.133847,-84.499789,3007 VERNON PLACE,,,CINCINNATI,OH,45219,,CL,Clinic - Category 3,CL ,Corporation,4/6/09,4/1/19,3/31/21,No,,,,,,,,,,,,1004223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,,,,,,,,,Clinic,,,PharmacyBoard,,,TRUE
